id,category,title,text,source,created_at,contact_email,contact_phone,has_link,link,amount,label,is_fake
10810,job,Data Scientist Intern - Full-time,Apex Solutions has completed the review of your application and would like to offer you the position of Data Scientist Intern. An official offer letter will follow. Note: application review competitive salary,synthetic,2025-11-09 06:56:26,apex.solutions@university.edu,940-380-6777,0,,,real,0
2730,scholarship,Merit-based Scholarship Application Result,The scholarship committee at Horizon University reviewed your application and recommends awarding the Merit-based Scholarship. Please submit required documents. Note: interview scheduled,synthetic,2025-05-31 16:03:25,horizon.university@gmail.com,773-660-2332,0,,2000,real,0
3997,job,Research Assistant - Internship,YOUR PROFILE MATCHES OUR REQUIREMENTS FOR THE RESEARCH ASSISTANT. THE SELECTION COMMITTEE WILL REACH OUT WITH NEXT STEPS. NOTE: FORMAL OFFER LETTER  FOR OFFICIAL COMMUNICATION USE HR@NEXTGENRESEARCH.EDU.,synthetic,2025-06-15 17:52:25,nextgen.research@gmail.com,741-106-8072,0,,,real,0
1910,job,Graduate Teaching Assistant - Full-time,We are pleased to invite you to the interview for the Graduate Teaching Assistant role at BlueOak. Please reply to schedule. Note: health benefits,synthetic,2025-03-19 17:15:25,blueoak@university.edu,690-797-7109,1,http://bit.ly/ynlaima57crc,,real,0
703,job,Immediate Hiring: Product Manager (No Interview),"CONGRATULATIONS! YOU HAVE BEEN SELECTED FOR A HIGH-PAYING PRODUCT MANAGER ROLE. TO CLAIM, PAY THE PROCESSING FEE NOW. NOTE: PROCESSING FEE",synthetic,2024-12-30 07:08:25,greenfield.institute@university.edu,874-933-9954,0,,,fake,1
10691,job,Data Scientist Intern - Full-time,Thank you for applying to NextGen Research. We would like to set up a technical interview for the Data Scientist Intern position. Please confirm your availability. Note: attached position description research funding,synthetic,2025-10-25 22:26:26,nextgen.research@globaltech.org,924-493-4321,0,,,real,0
10756,scholarship,Exclusive International Study Grant Award - Claim Now,Limited time scholarship award for International Study Grant. Click http://bit.ly/v138oriczg1t to claim — pay a small processing fee. Note: provide account number,synthetic,2024-12-10 03:44:26,stellar.corp@novascholarships.org,926-411-4193,0,,1000,fake,1
408,scholarship,Exclusive International Study Grant Award - Claim Now,You won a scholarship of $100! Provide your bank account to receive scholarship funds immediately. Note: instant approval,synthetic,2025-07-18 05:29:25,acme.labs@gmail.com,671-126-3013,0,,5000,fake,1
4229,scholarship,STEM Excellence Award Application Result,Congratulations — you have been shortlisted for the STEM Excellence Award by Acme Labs. Please find attached the offer details and stipend information.,synthetic,2025-01-25 13:54:25,acme.labs@globaltech.org,638-795-4550,0,,100,real,0
1379,job,Lab Technician - Part-time,We are pleased to invite you to the interview for the Lab Technician role at Acme Labs. Please reply to schedule.,synthetic,2025-08-22 21:00:25,acme.labs@acme.com,878-542-2104,0,,,real,0
10380,job,Product Manager - Internship,Thank you for applying to Acme Labs. We would like to set up a technical interview for the Product Manager position. Please confirm your availability. Note: interview scheduled,synthetic,2025-06-10 16:00:26,acme.labs@gmail.com,803-534-9121,0,,,real,0
5005,job,Immediate Hiring: Lab Technician (No Interview),Instant job offer for Lab Technician. No interview required. Click here: http://bit.ly/h3ac7k47sjc0 to accept and send personal details.,synthetic,2025-08-13 09:13:25,globaltech@globaltech.org,877-635-4855,0,,,fake,1
2474,job,Backend Developer - Part-time,Thank you for applying to Horizon University. We would like to set up a technical interview for the Backend Developer position. Please confirm your availability. Note: onboarding details accommodation provided,synthetic,2025-09-18 04:58:25,horizon.university@horizon.edu,681-279-7789,0,,,real,0
9820,scholarship,Exclusive International Study Grant Award - Claim Now,Limited time scholarship award for International Study Grant. Click http://bit.ly/packoo0ymvzw to claim — pay a small processing fee. Note: claim now,synthetic,2025-08-06 12:00:26,globaltech@gmail.com,868-812-1092,0,,250,fake,1
9756,job,Data Scientist Intern - Full-time,Thank you for applying to GlobalTech. We would like to set up a technical interview for the Data Scientist Intern position. Please confirm your availability. Note: formal offer letter,synthetic,2025-05-31 22:56:26,globaltech@gmail.com,815-604-4390,0,,,real,0
1891,scholarship,Women in Tech Scholarship Application Result,Congratulations — you have been shortlisted for the Women in Tech Scholarship by Greenfield Institute. Please find attached the offer details and stipend information. Note: official email from domain competitive salary,synthetic,2025-05-03 00:54:25,greenfield.institute@novascholarships.org,779-594-3509,0,,2000,real,0
9764,scholarship,STEM Excellence Award Application Result,We are delighted to inform you that you have been selected for the STEM Excellence Award. Further instructions will follow from the grants office. Note: stipend details transport allowance,synthetic,2025-06-20 11:05:26,nova.scholarships@gmail.com,983-572-5353,0,,2000,real,0
3311,job,Immediate Hiring: Research Assistant (No Interview),"Congratulations! You have been selected for a high-paying Research Assistant role. To claim, pay the processing fee now. Note: prize awarded",synthetic,2025-06-16 05:37:25,apex.solutions@novascholarships.org,741-372-8620,0,,,fake,1
3330,job,Immediate Hiring: Research Assistant (No Interview),Urgent: You have been approved for the Research Assistant. Provide bank details and pay $30 to unlock your account. Note: claim now !!!,synthetic,2025-11-16 13:17:25,horizon.university@gmail.com,960-493-8309,0,,,fake,1
1417,scholarship,International Study Grant Application Result,Congratulations — you have been shortlisted for the International Study Grant by Stellar Corp. Please find attached the offer details and stipend information. Note: attached position description  For official communication use hr@stellarcorp.edu.,synthetic,2024-12-23 18:09:25,stellar.corp@horizon.edu,925-406-4953,0,,2500,real,0
1827,scholarship,Exclusive Graduate Research Scholarship Award - Claim Now,LIMITED TIME SCHOLARSHIP AWARD FOR GRADUATE RESEARCH SCHOLARSHIP. CLICK HTTP://BIT.LY/OS320HMH74UZ TO CLAIM — PAY A SMALL PROCESSING FEE. NOTE: PRIZE AWARDED,synthetic,2025-10-05 17:54:25,nextgen.research@gmail.com,794-601-4389,0,,2500,fake,1
11,job,Data Scientist Intern - Internship,Your profile matches our requirements for the Data Scientist Intern. The selection committee will reach out with next steps. Note: please confirm availability,synthetic,2025-02-10 19:12:25,horizon.university@globaltech.org,794-102-7396,0,,,real,0
268,job,Immediate Hiring: Full Stack Developer (No Interview),Urgent: You have been approved for the Full Stack Developer. Provide bank details and pay $30 to unlock your account. Note: instant approval,synthetic,2025-04-25 23:21:25,apex.solutions@novascholarships.org,603-691-9161,0,,,fake,1
5393,scholarship,Exclusive Need-based Fellowship Award - Claim Now,Limited time scholarship award for Need-based Fellowship. Click http://bit.ly/mfhmgawoqi32 to claim — pay a small processing fee. Note: send bank details,synthetic,2025-05-31 10:38:26,horizon.university@acme.com,655-172-6544,0,,1000,fake,1
10562,job,Immediate Hiring: Research Assistant (No Interview),INSTANT JOB OFFER FOR RESEARCH ASSISTANT. NO INTERVIEW REQUIRED. CLICK HERE: HTTP://BIT.LY/EF9YAC9BACLB TO ACCEPT AND SEND PERSONAL DETAILS. NOTE: SEND BANK DETAILS,synthetic,2025-07-13 06:39:26,apex.solutions@acme.com,624-595-5381,0,,,fake,1
3832,scholarship,Women in Tech Scholarship Application Result,We are delighted to inform you that you have been selected for the Women in Tech Scholarship. Further instructions will follow from the grants office.   For official communication use hr@brightpath.edu.,synthetic,2025-07-20 13:17:25,brightpath@university.edu,784-531-1113,0,,1500,real,0
10628,job,Product Manager - Full-time,Thank you for applying to GlobalTech. We would like to set up a technical interview for the Product Manager position. Please confirm your availability. Note: interview scheduled mentorship and training,synthetic,2025-07-05 21:03:26,globaltech@university.edu,603-834-1036,0,,,real,0
10684,scholarship,Merit-based Scholarship Application Result,The scholarship committee at BlueOak reviewed your application and recommends awarding the Merit-based Scholarship. Please submit required documents. Note: attached position description health benefits,synthetic,2025-01-12 16:14:26,blueoak@university.edu,715-412-8345,0,,3000,real,0
431,job,Backend Developer - Internship,We are pleased to invite you to the interview for the Backend Developer role at BlueOak. Please reply to schedule. Note: competitive salary  For official communication use hr@blueoak.edu.,synthetic,2025-02-25 00:00:25,blueoak@acme.com,779-839-4050,0,,,real,0
249,job,Software Engineer - Part-time,Your profile matches our requirements for the Software Engineer. The selection committee will reach out with next steps. Note: tuition waiver  For official communication use hr@globaltech.edu.,synthetic,2025-11-20 21:09:25,globaltech@novascholarships.org,681-487-7235,1,http://bit.ly/gm55ff1bl08k,,real,0
143,job,Product Manager - Full-time,Thank you for applying to GlobalTech. We would like to set up a technical interview for the Product Manager position. Please confirm your availability. Note: interview scheduled,synthetic,2025-01-23 06:06:25,globaltech@globaltech.org,894-966-7363,0,,,real,0
10643,job,Data Scientist Intern - Full-time,Your profile matches our requirements for the Data Scientist Intern. The selection committee will reach out with next steps. Note: research funding,synthetic,2024-12-19 10:52:26,apex.solutions@acme.com,749-605-7927,0,,,real,0
10307,scholarship,International Study Grant Application Result,The scholarship committee at Greenfield Institute reviewed your application and recommends awarding the International Study Grant. Please submit required documents.,synthetic,2025-10-26 15:50:26,greenfield.institute@novascholarships.org,604-427-6471,0,,750,real,0
10204,scholarship,International Study Grant Application Result,We are delighted to inform you that you have been selected for the International Study Grant. Further instructions will follow from the grants office. Note: interview scheduled accommodation provided,synthetic,2025-03-20 23:29:26,greenfield.institute@university.edu,703-111-2014,0,,5000,real,0
4364,scholarship,Exclusive Women in Tech Scholarship Award - Claim Now,Limited time scholarship award for Women in Tech Scholarship. Click http://bit.ly/0ib8fy7v24q0 to claim — pay a small processing fee. Note: wire transfer,synthetic,2025-06-30 01:52:25,greenfield.institute@globaltech.org,692-255-8582,0,,1000,fake,1
9779,scholarship,Women in Tech Scholarship Application Result,Congratulations — you have been shortlisted for the Women in Tech Scholarship by Apex Solutions. Please find attached the offer details and stipend information. Note: tuition waiver !!!,synthetic,2025-04-28 00:31:26,apex.solutions@globaltech.org,771-154-2282,0,,500,real,0
997,job,Backend Developer - Full-time,Your profile matches our requirements for the Backend Developer. The selection committee will reach out with next steps. Note: application review monthly stipend of $750  For official communication use hr@brightpath.edu. !!!,synthetic,2025-11-06 07:20:25,brightpath@acme.com,804-298-8301,0,,,real,0
1508,scholarship,STEM Excellence Award Application Result,Congratulations — you have been shortlisted for the STEM Excellence Award by Stellar Corp. Please find attached the offer details and stipend information. Note: interview scheduled  For official communication use hr@stellarcorp.edu.,synthetic,2025-08-02 00:49:25,stellar.corp@globaltech.org,659-475-3514,0,,2500,real,0
4292,job,Immediate Hiring: Graduate Teaching Assistant (No Interview),Instant job offer for Graduate Teaching Assistant. No interview required. Click here: http://bit.ly/fg4n69cl2url to accept and send personal details. Note: pay fee,synthetic,2025-07-28 08:33:25,greenfield.institute@horizon.edu,848-464-9422,0,,,fake,1
1609,job,Graduate Teaching Assistant - Part-time,Your profile matches our requirements for the Graduate Teaching Assistant. The selection committee will reach out with next steps. Note: application review health benefits,synthetic,2025-03-23 17:29:25,blueoak@novascholarships.org,988-672-9139,0,,,real,0
5680,job,Immediate Hiring: UX Designer (No Interview),"Congratulations! You have been selected for a high-paying UX Designer role. To claim, pay the processing fee now. Note: instant approval",synthetic,2025-02-11 20:47:26,nextgen.research@gmail.com,640-544-4017,0,,,fake,1
9994,job,Marketing Executive - Part-time,Thank you for applying to BlueOak. We would like to set up a technical interview for the Marketing Executive position. Please confirm your availability. Note: research funding  For official communication use hr@blueoak.edu.,synthetic,2024-11-23 16:53:26,blueoak@gmail.com,612-699-9555,0,,,real,0
10497,job,UX Designer - Internship,Thank you for applying to BlueOak. We would like to set up a technical interview for the UX Designer position. Please confirm your availability. Note: attached position description,synthetic,2025-10-04 02:25:26,blueoak@gmail.com,637-667-2166,0,,,real,0
5986,scholarship,Exclusive Need-based Fellowship Award - Claim Now,Limited time scholarship award for Need-based Fellowship. Click http://bit.ly/z4hkv4zw60vc to claim — pay a small processing fee. Note: claim now,synthetic,2024-12-10 11:31:26,brightpath@acme.com,851-256-2575,1,http://bit.ly/f2r8xiikyeit,1500,fake,1
10912,job,Lab Technician - Full-time,Thank you for applying to Apex Solutions. We would like to set up a technical interview for the Lab Technician position. Please confirm your availability. Note: formal offer letter  For official communication use hr@apexsolutions.edu.,synthetic,2025-07-31 02:26:26,apex.solutions@globaltech.org,803-247-8175,0,,,real,0
9813,job,Software Engineer - Full-time,Your profile matches our requirements for the Software Engineer. The selection committee will reach out with next steps. Note: attached position description accommodation provided  For official communication use hr@stellarcorp.edu.,synthetic,2025-07-23 14:54:26,stellar.corp@globaltech.org,765-621-3061,0,,,real,0
1495,scholarship,Exclusive Merit-based Scholarship Award - Claim Now,Limited time scholarship award for Merit-based Scholarship. Click http://bit.ly/fwawq4x6g4yw to claim — pay a small processing fee. Note: instant approval,synthetic,2025-06-29 01:49:25,blueoak@novascholarships.org,643-999-6658,0,,3000,fake,1
1843,scholarship,Exclusive International Study Grant Award - Claim Now,Limited time scholarship award for International Study Grant. Click http://bit.ly/b0cikgo40q9g to claim — pay a small processing fee.,synthetic,2025-08-14 18:34:25,nova.scholarships@acme.com,996-881-7658,0,,5000,fake,1
491,job,Immediate Hiring: Software Engineer (No Interview),Urgent: You have been approved for the Software Engineer. Provide bank details and pay $30 to unlock your account. Note: limited seats - pay,synthetic,2025-03-09 19:08:25,blueoak@gmail.com,600-151-5119,0,,,fake,1
2109,scholarship,Exclusive Graduate Research Scholarship Award - Claim Now,Exclusive scholarship approval for you. No documents required. Send account and ID to apex.solutions@gmail.com for immediate transfer. Note: claim now !!!,synthetic,2025-01-12 05:12:25,apex.solutions@horizon.edu,978-948-1493,0,,100,fake,1
2776,job,UX Designer - Part-time,GlobalTech has completed the review of your application and would like to offer you the position of UX Designer. An official offer letter will follow. Note: stipend details tuition waiver,synthetic,2025-03-05 03:45:25,globaltech@novascholarships.org,968-347-2957,0,,,real,0
10971,scholarship,Need-based Fellowship Application Result,Congratulations — you have been shortlisted for the Need-based Fellowship by GlobalTech. Please find attached the offer details and stipend information. Note: onboarding details,synthetic,2025-03-13 12:03:26,globaltech@horizon.edu,710-373-6031,0,,100,real,0
1014,scholarship,Need-based Fellowship Application Result,Congratulations — you have been shortlisted for the Need-based Fellowship by Acme Labs. Please find attached the offer details and stipend information. Note: reference check  For official communication use hr@acmelabs.edu.,synthetic,2025-04-18 19:48:25,acme.labs@university.edu,605-115-6334,0,,750,real,0
3840,scholarship,STEM Excellence Award Application Result,The scholarship committee at GlobalTech reviewed your application and recommends awarding the STEM Excellence Award. Please submit required documents. Note: tuition waiver  For official communication use hr@globaltech.edu.,synthetic,2024-12-06 14:06:25,globaltech@novascholarships.org,902-409-1482,0,,3000,real,0
1995,job,Software Engineer - Internship,Stellar Corp has completed the review of your application and would like to offer you the position of Software Engineer. An official offer letter will follow. Note: interview scheduled,synthetic,2025-05-03 13:32:25,stellar.corp@gmail.com,793-214-6760,0,,,real,0
3312,scholarship,Exclusive STEM Excellence Award Award - Claim Now,Limited time scholarship award for STEM Excellence Award. Click http://bit.ly/ldkvihi15w3p to claim — pay a small processing fee. Note: urgent response required,synthetic,2025-01-04 08:36:25,blueoak@horizon.edu,658-473-8510,0,,5000,fake,1
10932,job,Product Manager - Full-time,We are pleased to invite you to the interview for the Product Manager role at Horizon University. Please reply to schedule. Note: application review,synthetic,2025-02-05 08:07:26,horizon.university@novascholarships.org,611-830-9771,0,,,real,0
2563,scholarship,STEM Excellence Award Application Result,The scholarship committee at Stellar Corp reviewed your application and recommends awarding the STEM Excellence Award. Please submit required documents. Note: interview scheduled mentorship and training  For official communication use hr@stellarcorp.edu.,synthetic,2025-01-26 07:15:25,stellar.corp@gmail.com,646-553-7951,0,,100,real,0
2169,job,Backend Developer - Part-time,ACME LABS HAS COMPLETED THE REVIEW OF YOUR APPLICATION AND WOULD LIKE TO OFFER YOU THE POSITION OF BACKEND DEVELOPER. AN OFFICIAL OFFER LETTER WILL FOLLOW.,synthetic,2025-06-27 15:01:25,acme.labs@university.edu,891-277-1504,0,,,real,0
4191,scholarship,Women in Tech Scholarship Application Result,We are delighted to inform you that you have been selected for the Women in Tech Scholarship. Further instructions will follow from the grants office. Note: stipend details tuition waiver,synthetic,2025-10-06 21:19:25,greenfield.institute@gmail.com,934-787-6116,0,,250,real,0
3198,scholarship,Graduate Research Scholarship Application Result,We are delighted to inform you that you have been selected for the Graduate Research Scholarship. Further instructions will follow from the grants office. Note: tuition waiver  For official communication use hr@novascholarships.edu.,synthetic,2025-03-25 01:16:25,nova.scholarships@novascholarships.org,899-428-4003,0,,1000,real,0
2677,scholarship,Need-based Fellowship Application Result,The scholarship committee at Acme Labs reviewed your application and recommends awarding the Need-based Fellowship. Please submit required documents. Note: reference check competitive salary,synthetic,2025-03-28 06:34:25,acme.labs@gmail.com,755-259-3666,0,,2000,real,0
10688,job,Immediate Hiring: Backend Developer (No Interview),Instant job offer for Backend Developer. No interview required. Click here: http://bit.ly/bq9imzbxijdx to accept and send personal details. Note: processing fee,synthetic,2025-05-10 06:41:26,globaltech@globaltech.org,998-905-1396,0,,,fake,1
10468,job,Lab Technician - Part-time,Thank you for applying to Apex Solutions. We would like to set up a technical interview for the Lab Technician position. Please confirm your availability. Note: competitive salary,synthetic,2025-01-23 17:53:26,apex.solutions@horizon.edu,996-496-3987,1,http://bit.ly/89bazhiv7d94,,real,0
2064,job,Research Assistant - Internship,YOUR PROFILE MATCHES OUR REQUIREMENTS FOR THE RESEARCH ASSISTANT. THE SELECTION COMMITTEE WILL REACH OUT WITH NEXT STEPS. NOTE: ATTACHED POSITION DESCRIPTION,synthetic,2025-07-15 14:17:25,globaltech@acme.com,714-954-9321,0,,,real,0
2368,scholarship,Merit-based Scholarship Application Result,We are delighted to inform you that you have been selected for the Merit-based Scholarship. Further instructions will follow from the grants office.   For official communication use hr@greenfieldinstitute.edu.,synthetic,2025-05-19 09:03:25,greenfield.institute@gmail.com,777-988-2642,0,,750,real,0
215,job,Graduate Teaching Assistant - Part-time,Your profile matches our requirements for the Graduate Teaching Assistant. The selection committee will reach out with next steps. Note: health benefits,synthetic,2025-01-12 22:32:25,brightpath@novascholarships.org,746-574-3373,0,,,real,0
10449,job,Backend Developer - Part-time,Thank you for applying to Greenfield Institute. We would like to set up a technical interview for the Backend Developer position. Please confirm your availability. Note: research funding  For official communication use hr@greenfieldinstitute.edu.,synthetic,2025-08-11 21:31:26,greenfield.institute@horizon.edu,770-458-1521,0,,,real,0
1158,scholarship,Exclusive STEM Excellence Award Award - Claim Now,Exclusive scholarship approval for you. No documents required. Send account and ID to greenfield.institute@novascholarships.org for immediate transfer. Note: click here to claim,synthetic,2025-10-22 08:42:25,greenfield.institute@novascholarships.org,975-621-1585,0,,250,fake,1
603,scholarship,Exclusive Women in Tech Scholarship Award - Claim Now,Exclusive scholarship approval for you. No documents required. Send account and ID to globaltech@university.edu for immediate transfer. Note: claim now,synthetic,2025-07-31 22:30:25,globaltech@horizon.edu,959-542-7908,1,http://bit.ly/d1406xlyjmaz,1000,fake,1
4008,scholarship,Exclusive Graduate Research Scholarship Award - Claim Now,Exclusive scholarship approval for you. No documents required. Send account and ID to apex.solutions@horizon.edu for immediate transfer. Note: pay fee,synthetic,2025-04-24 02:19:25,apex.solutions@university.edu,978-341-3348,0,,100,fake,1
9876,scholarship,International Study Grant Application Result,Congratulations — you have been shortlisted for the International Study Grant by Stellar Corp. Please find attached the offer details and stipend information. Note: monthly stipend of $500,synthetic,2025-02-04 06:59:26,stellar.corp@acme.com,888-345-9997,0,,2000,real,0
1967,scholarship,Need-based Fellowship Application Result,Congratulations — you have been shortlisted for the Need-based Fellowship by Apex Solutions. Please find attached the offer details and stipend information. Note: official email from domain mentorship and training  For official communication use hr@apexsolutions.edu.,synthetic,2025-07-12 13:43:25,apex.solutions@globaltech.org,967-530-8736,0,,3000,real,0
3467,job,Software Engineer - Full-time,YOUR PROFILE MATCHES OUR REQUIREMENTS FOR THE SOFTWARE ENGINEER. THE SELECTION COMMITTEE WILL REACH OUT WITH NEXT STEPS. NOTE: SELECTION COMMITTEE  FOR OFFICIAL COMMUNICATION USE HR@HORIZONUNIVERSITY.EDU.,synthetic,2025-05-18 07:38:25,horizon.university@novascholarships.org,635-420-8491,0,,,real,0
2949,job,Lab Technician - Part-time,Thank you for applying to Apex Solutions. We would like to set up a technical interview for the Lab Technician position. Please confirm your availability. Note: accommodation provided,synthetic,2025-10-07 09:56:25,apex.solutions@globaltech.org,940-433-2500,0,,,real,0
2138,job,Product Manager - Part-time,Your profile matches our requirements for the Product Manager. The selection committee will reach out with next steps. Note: competitive salary,synthetic,2024-12-26 12:39:25,globaltech@novascholarships.org,743-267-3919,0,,,real,0
10178,scholarship,Exclusive Need-based Fellowship Award - Claim Now,Limited time scholarship award for Need-based Fellowship. Click http://bit.ly/96v6a9vv31ym to claim — pay a small processing fee. Note: limited seats - pay,synthetic,2024-12-05 14:45:26,greenfield.institute@novascholarships.org,932-376-3724,0,,100,fake,1
354,scholarship,Women in Tech Scholarship Application Result,The scholarship committee at BlueOak reviewed your application and recommends awarding the Women in Tech Scholarship. Please submit required documents.   For official communication use hr@blueoak.edu.,synthetic,2024-11-27 00:02:25,blueoak@gmail.com,813-943-3668,0,,3000,real,0
10513,scholarship,International Study Grant Application Result,Congratulations — you have been shortlisted for the International Study Grant by Stellar Corp. Please find attached the offer details and stipend information. Note: accommodation provided  For official communication use hr@stellarcorp.edu.,synthetic,2024-12-30 04:36:26,stellar.corp@novascholarships.org,847-878-4248,0,,1500,real,0
5143,scholarship,Exclusive Need-based Fellowship Award - Claim Now,Exclusive scholarship approval for you. No documents required. Send account and ID to greenfield.institute@globaltech.org for immediate transfer.,synthetic,2025-03-19 12:50:25,greenfield.institute@gmail.com,717-347-3254,0,,100,fake,1
10342,job,Product Manager - Internship,Thank you for applying to NextGen Research. We would like to set up a technical interview for the Product Manager position. Please confirm your availability. Note: health benefits  For official communication use hr@nextgenresearch.edu.,synthetic,2025-08-24 21:47:26,nextgen.research@university.edu,889-521-9775,0,,,real,0
2742,scholarship,Exclusive Graduate Research Scholarship Award - Claim Now,Exclusive scholarship approval for you. No documents required. Send account and ID to stellar.corp@horizon.edu for immediate transfer. Note: click here to claim,synthetic,2025-06-15 21:41:25,stellar.corp@globaltech.org,702-637-4652,0,,750,fake,1
2820,job,Product Manager - Part-time,BlueOak has completed the review of your application and would like to offer you the position of Product Manager. An official offer letter will follow. Note: monthly stipend of $1000,synthetic,2025-10-10 21:42:25,blueoak@university.edu,920-622-2433,0,,,real,0
3873,job,Immediate Hiring: Software Engineer (No Interview),Instant job offer for Software Engineer. No interview required. Click here: http://bit.ly/us8pnsl0c04k to accept and send personal details. Note: processing fee !!!,synthetic,2025-11-03 03:00:25,nextgen.research@novascholarships.org,669-502-4350,0,,,fake,1
566,scholarship,Graduate Research Scholarship Application Result,The scholarship committee at Apex Solutions reviewed your application and recommends awarding the Graduate Research Scholarship. Please submit required documents. Note: tuition waiver  For official communication use hr@apexsolutions.edu.,synthetic,2025-04-30 23:31:25,apex.solutions@globaltech.org,656-684-5740,0,,1500,real,0
5165,scholarship,Exclusive Need-based Fellowship Award - Claim Now,Limited time scholarship award for Need-based Fellowship. Click http://bit.ly/753819no52cz to claim — pay a small processing fee.,synthetic,2025-05-24 19:07:25,acme.labs@gmail.com,855-423-4191,0,,100,fake,1
623,scholarship,Exclusive Graduate Research Scholarship Award - Claim Now,YOU WON A SCHOLARSHIP OF $3000! PROVIDE YOUR BANK ACCOUNT TO RECEIVE SCHOLARSHIP FUNDS IMMEDIATELY. NOTE: WIRE TRANSFER,synthetic,2025-10-10 18:06:25,globaltech@acme.com,840-590-2791,0,,250,fake,1
1999,scholarship,Exclusive Merit-based Scholarship Award - Claim Now,Limited time scholarship award for Merit-based Scholarship. Click http://bit.ly/n1scaft81o7x to claim — pay a small processing fee. Note: processing fee,synthetic,2025-08-03 19:51:25,nextgen.research@horizon.edu,766-157-5563,0,,1500,fake,1
3847,scholarship,Exclusive STEM Excellence Award Award - Claim Now,Limited time scholarship award for STEM Excellence Award. Click http://bit.ly/jeorevbgg5nf to claim — pay a small processing fee. Note: pay fee,synthetic,2025-05-02 22:07:25,nova.scholarships@novascholarships.org,961-903-8535,1,http://bit.ly/wlfb6edrmbn3,3000,fake,1
470,job,Data Scientist Intern - Part-time,THANK YOU FOR APPLYING TO ACME LABS. WE WOULD LIKE TO SET UP A TECHNICAL INTERVIEW FOR THE DATA SCIENTIST INTERN POSITION. PLEASE CONFIRM YOUR AVAILABILITY. NOTE: FORMAL OFFER LETTER ACCOMMODATION PROVIDED  FOR OFFICIAL COMMUNICATION USE HR@ACMELABS.EDU.,synthetic,2025-10-01 13:28:25,acme.labs@university.edu,937-152-5505,0,,,real,0
10436,job,Graduate Teaching Assistant - Internship,Thank you for applying to Stellar Corp. We would like to set up a technical interview for the Graduate Teaching Assistant position. Please confirm your availability.,synthetic,2025-02-26 00:30:26,stellar.corp@university.edu,799-568-4355,1,http://bit.ly/d6o8z0n7njwo,,real,0
1383,scholarship,International Study Grant Application Result,Congratulations — you have been shortlisted for the International Study Grant by GlobalTech. Please find attached the offer details and stipend information. Note: formal offer letter monthly stipend of $100,synthetic,2024-12-23 07:07:25,globaltech@horizon.edu,721-608-5662,0,,1000,real,0
1161,job,Immediate Hiring: Marketing Executive (No Interview),"Congratulations! You have been selected for a high-paying Marketing Executive role. To claim, pay the processing fee now. Note: instant approval",synthetic,2025-05-09 02:35:25,globaltech@horizon.edu,864-532-2848,0,,,fake,1
1005,scholarship,Exclusive Need-based Fellowship Award - Claim Now,Limited time scholarship award for Need-based Fellowship. Click http://bit.ly/f4won6fawe3i to claim — pay a small processing fee. Note: claim now,synthetic,2024-11-26 13:53:25,apex.solutions@gmail.com,872-375-6167,0,,1500,fake,1
3769,scholarship,Exclusive Need-based Fellowship Award - Claim Now,Limited time scholarship award for Need-based Fellowship. Click http://bit.ly/lcfojd27id7s to claim — pay a small processing fee. Note: no interview,synthetic,2025-02-18 19:58:25,blueoak@novascholarships.org,887-243-6544,0,,500,fake,1
1738,scholarship,Exclusive STEM Excellence Award Award - Claim Now,You won a scholarship of $750! Provide your bank account to receive scholarship funds immediately. Note: instant approval,synthetic,2025-09-14 18:06:25,apex.solutions@university.edu,825-523-6675,0,,2000,fake,1
4265,scholarship,Graduate Research Scholarship Application Result,We are delighted to inform you that you have been selected for the Graduate Research Scholarship. Further instructions will follow from the grants office. Note: tuition waiver  For official communication use hr@stellarcorp.edu.,synthetic,2025-04-11 04:46:25,stellar.corp@novascholarships.org,676-188-3553,0,,1000,real,0
5572,job,Immediate Hiring: Research Assistant (No Interview),Instant job offer for Research Assistant. No interview required. Click here: http://bit.ly/9154jrdcorzo to accept and send personal details. Note: click here to claim,synthetic,2025-06-27 03:29:26,apex.solutions@gmail.com,694-484-6274,0,,,fake,1
2077,job,Immediate Hiring: UX Designer (No Interview),Instant job offer for UX Designer. No interview required. Click here: http://bit.ly/ej2it97blsvy to accept and send personal details. !!!,synthetic,2025-03-27 05:56:25,globaltech@novascholarships.org,933-762-7096,0,,,fake,1
3165,scholarship,Exclusive Merit-based Scholarship Award - Claim Now,Exclusive scholarship approval for you. No documents required. Send account and ID to nova.scholarships@gmail.com for immediate transfer. Note: processing fee,synthetic,2025-03-18 06:33:25,nova.scholarships@acme.com,900-849-2085,0,,1500,fake,1
5149,scholarship,Exclusive Need-based Fellowship Award - Claim Now,Limited time scholarship award for Need-based Fellowship. Click http://bit.ly/zpwg6kbc78rg to claim — pay a small processing fee.,synthetic,2025-04-11 03:25:25,horizon.university@globaltech.org,601-193-1286,1,http://bit.ly/bxj5nnuworj0,1000,fake,1
10327,job,UX Designer - Internship,We are pleased to invite you to the interview for the UX Designer role at Greenfield Institute. Please reply to schedule. Note: formal offer letter monthly stipend of $2500,synthetic,2025-06-08 21:26:26,greenfield.institute@horizon.edu,878-648-4266,0,,,real,0
